"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Portugal","PRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","410","430","470","520","570","640","730","790","950","1070","1270","1700","2070","2210","2330","2430","2530","2870","3350","3420","3230","2830","2520","2530","3080","4160","5630","6320","7130","8180","9860","10100","10450","11210","12100","12370","12190","12260","12170","11830","11750","13260","16140","18580","19390","20850","22590","22920","22960","22720","21150","21370","21190","20440","19930","20050","22050","23200","",
"Paraguay","PRY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1840","1840","1730","1600","1440","1410","1330","1230","1350","1520","1840","2320","3080","3450","4070","4480","4760","5510","5780","5620","5390","5390","5620","5520","",
"West Bank and Gaza","PSE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1630","1780","1800","1550","1370","1190","1370","1640","1780","1710","1790","2040","2250","2510","2880","3210","3470","3560","3670","3900","3930","4190","","",
"Pacific island small states","PSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","1464.17209253187","1315.42349605957","1354.71753632353","1293.8956785257","1410.53884482672","1400.75398592738","1438.1493713421","1451.14246873376","1479.14908538263","1483.45754682927","1644.64229127604","1719.11400799303","1851.28645177216","2046.29025729281","2182.66848570524","2141.76499766957","1993.21095968237","2000.48174759294","1905.60945038166","1844.51533752952","1808.96565487811","1940.21318124128","2276.22868982602","2600.53550342354","2679.68220744471","2842.30539276277","3011.52711064112","2971.74879943976","2970.04787362588","3127.35179006278","3380.96921094771","3770.99190173509","3905.52083932121","3930.03418949601","3959.21617538011","4013.49130382973","4302.83765908121","4305.81168144244","",
"Post-demographic dividend","PST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1529.71095429065","1622.12449406133","1745.26796334309","1892.93444313332","2063.38330364245","2195.54364694466","2408.09872007661","2619.45555172736","2774.63784597702","3028.39893134482","3473.08327356551","4254.68920585389","4967.47438748364","5553.03710162255","5876.09257161805","6303.55668465736","7198.48204472592","8614.43947984271","9929.8554545241","10305.6919875136","9830.2271098746","9474.59835112996","9868.51845657708","10358.8823819753","11683.203235837","14048.8197324841","17132.0917781056","18058.8650203172","18876.1477631817","19591.1894626178","21226.8614220267","21699.6857973542","22790.1071563196","24320.2281469054","25478.1099068877","25571.8127558964","24643.3728979378","25000.4473789347","26050.3442192288","26065.7360320749","25918.1363626122","27950.5354916473","31907.3048125552","35145.7995136114","36839.842510068","38210.74109647","39739.0571732909","39105.3858111324","40207.2265948339","41564.6511813093","42849.0983314743","43592.131893146","43756.0172841856","42550.0916333357","41714.7319342523","42049.588067458","44948.4760007632","46510.3648957305","",
"French Polynesia","PYF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","2090","2520","2430","2400","2640","2660","3320","4580","5100","5590","5890","6760","7980","9140","9600","9130","8190","8030","8340","10250","13000","15350","14940","15270","16030","17260","17400","17470","17910","17780","17250","16660","16170","15760","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28400","30680","36160","38260","50810","58030","65580","61250","63620","66950","72880","79390","80890","73440","64550","56920","58830","61180","",
"Romania","ROU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1190","1270","1490","1640","1590","1580","1610","1710","1760","1950","2250","2960","3880","4900","6390","8800","9220","8640","8650","8760","9320","9700","9600","9620","10110","11430","12630","",
"Russian Federation","RUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3090","2920","2650","2640","2600","2650","2130","1750","1710","1780","2100","2590","3410","4450","5810","7560","9580","9230","9980","11060","13490","15190","14630","11780","9730","9210","10250","11260","",
"Rwanda","RWA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","40","40","40","40","40","50","50","50","60","60","60","70","80","100","130","160","180","230","270","280","270","260","250","260","290","320","350","350","350","320","340","310","150","210","220","260","260","280","280","270","260","250","270","320","360","410","490","550","600","650","710","720","740","750","740","740","780","830","",
"South Asia","SAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6729584196022","93.9465067128322","104.560799810865","109.340056769378","105.390207345631","106.581503348408","103.992837706585","111.354553140095","117.98073123392","121.91429777939","125.780202399072","141.995172141557","164.536817741082","187.669497759475","181.746881087877","184.708457187815","203.539329542051","222.250958389777","267.045955510751","293.22033364237","287.278465604973","281.237946483472","279.343413476052","288.955830963817","308.507306818992","343.561644932158","381.504950397287","378.913112326412","375.447702681174","347.981632080218","349.710820673352","335.423580792444","349.297965924619","374.691493642467","406.169036725546","414.15672076188","415.465728216259","435.844707603799","445.135808778743","454.675254599934","461.425778127008","513.937068393672","599.66630676165","688.326991645816","762.138800509766","871.015985823165","949.196026516743","1053.02038703096","1147.13188319446","1276.76716058338","1389.23870125729","1435.51158625372","1479.06079585899","1524.1141430545","1601.78955736003","1734.26285773812","1902.23115845632","1993.82752387451","",
"Saudi Arabia","SAU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","930","1000","1150","1600","3160","4500","8020","8770","8890","11170","14270","16530","13970","11320","10130","9010","9140","7700","7630","7080","7390","8310","8500","8050","7720","7810","8030","8230","8010","7650","8150","8520","8370","9480","11040","12650","14160","15800","18460","17900","18750","20880","24040","25440","25550","23710","21610","19990","21610","22840","",
"Sudan","SDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","140","140","140","140","140","150","160","170","180","190","220","290","380","440","480","460","490","480","500","470","430","380","390","540","790","780","720","530","450","340","310","320","400","400","380","340","330","340","350","380","430","500","600","700","910","1080","1150","1190","1350","1540","1490","1560","1690","1570","1320","840","590","",
"Senegal","SEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","340","310","320","320","350","370","450","560","600","590","580","720","800","810","750","590","550","550","630","810","930","930","900","910","960","910","750","720","680","690","680","670","650","630","600","710","870","1000","1040","1120","1270","1340","1340","1310","1330","1360","1380","1320","1270","1280","1400","1460","",
"Singapore","SGP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","510","540","590","660","750","850","970","1090","1280","1600","2090","2660","2930","3020","3370","3990","4730","5380","5680","6170","6930","7100","7330","8080","9320","10320","11450","12970","15270","17710","20780","23630","25620","27730","24010","23360","23680","22130","22000","23440","26150","28820","32550","36010","37230","37320","44930","48290","51740","54480","56380","53160","53020","54320","57900","59590","",
"Solomon Islands","SLB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","730","690","650","590","560","570","580","570","610","640","770","830","970","1160","1290","1300","1230","1170","990","950","850","870","910","980","1040","1120","1230","1310","1470","1620","1820","2160","2200","2130","2150","2220","2370","2390","",
"Sierra Leone","SLE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","150","160","150","140","140","150","160","160","170","190","220","250","220","210","240","310","370","360","350","300","290","240","170","180","170","210","190","170","130","160","160","180","210","200","170","150","140","150","200","270","280","290","300","360","420","440","420","430","530","660","700","550","490","520","490","540","",
"El Salvador","SLV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","300","300","300","310","320","350","380","440","480","530","610","710","780","760","730","680","670","690","720","760","820","860","860","900","930","1060","1170","1290","1480","1590","1690","1750","1810","1900","1950","2000","2130","2270","2420","2570","2680","2870","2820","2880","3060","3210","3350","3400","3440","3510","3600","3820","4000","",
"San Marino","SMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","70","70","70","70","80","90","90","90","100","100","120","140","130","190","180","160","130","110","100","110","110","100","110","120","130","150","150","150","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990","2990","2610","1610","1540","1520","2390","3250","3830","4200","4890","6040","6450","6220","6300","6090","6460","6240","5960","5700","5560","6410","7030","",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.51773750104","127.432268703379","133.473711949255","141.176289582723","146.563371312432","150.34693993203","156.927053357624","170.130644874683","191.448610096501","204.059234968936","217.492445578986","251.640386563362","329.291813625126","384.557352327394","412.760046438244","424.39326776221","446.393720737544","521.892642321577","622.924963823933","719.190814049196","756.721367461407","745.405005150194","654.468130305916","589.404616759433","564.664557532808","601.472197508143","652.595646287739","639.160787672601","623.738223978734","620.545589654583","614.884350018882","578.954655273526","553.568597394434","568.864021679207","589.539655270398","602.764234752055","568.615080599655","557.949210342321","550.544956266055","544.479637104863","553.373882462718","603.005624203482","732.75450055062","896.340525584238","1040.90939678136","1173.06305735136","1323.7114607739","1370.0802560082","1440.55665394711","1517.51590275356","1659.74836249338","1747.45959200474","1794.69538089489","1709.61905627938","1560.93399679688","1476.52946199826","1498.48917379813","1540.20407472067","",
"South Sudan","SSD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","850","1160","1250","1090","","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.881110227359","127.817171784658","133.877158830427","141.599133514059","147.009715245774","150.802223938414","157.401816174711","170.639625450497","192.02101366971","204.683012401876","218.173859876733","252.450363597231","330.352748678585","385.801109559991","414.102977145969","425.773319439762","447.911155038831","523.824837085829","624.554169042804","720.562352576566","757.656402081922","745.999411934892","655.254369879994","590.512356735887","566.30835875571","603.930241644474","655.962456309583","642.945521705091","628.006505487245","625.176190281186","620.33986135111","584.755785562917","559.61642866675","575.233845495887","596.394325301295","609.781114386954","575.383734332884","564.428742124715","557.372880647747","551.318367419293","559.994699827915","610.242125159438","741.069607847971","905.081021772672","1049.90786079928","1182.46462276456","1333.94027726235","1380.4704195929","1450.99793877119","1528.04497791089","1671.50005422806","1760.21355118409","1807.53274150671","1722.17167875915","1573.2985113902","1489.16413704004","1512.42843959923","1554.56810469268","",
"Small states","SST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4270.63111041159","4738.8122914861","5614.89020795525","6586.68122982948","7795.02814064609","9024.8001788244","10263.461749383","10084.4138277396","10479.4913176442","11176.4331639086","12324.3517960208","13245.8127166668","13420.2838727061","12679.3196771305","11738.1142983577","11213.3163324055","11858.8814367022","12401.4865088703","",
"Sao Tome and Principe","STP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","700","820","940","960","1020","1060","1130","1180","1230","1430","1630","1650","1690","1700","1870","1930","",
"Suriname","SUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","230","250","370","450","510","520","530","570","610","690","770","980","1320","1420","1640","1930","2170","2290","2640","2510","2320","2340","2380","2460","2520","2980","2230","1420","1140","1040","970","1100","1320","1630","1840","2050","1950","1970","1670","1930","2200","2820","3320","4040","5050","6330","6960","7620","7920","8550","8950","9260","8690","6590","5390","5210","5420","",
"Slovak Republic","SVK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4220","5020","5420","5430","5380","5530","5720","6020","6960","9030","11350","12940","14930","17250","17100","17430","17440","17800","18250","18310","17670","16790","16620","18350","19210","",
"Slovenia","SVN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8840","10200","11240","11000","11320","11270","10950","10920","12630","15610","18310","19820","21790","24620","24380","24540","24580","23250","23230","23610","22250","21770","22130","24600","25940","",
"Sweden","SWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","2310","2490","2740","2960","3190","3460","3770","4100","4690","4990","5670","7050","8580","10160","10720","11290","12460","14790","17300","17530","15760","13550","13020","13080","15330","19360","24190","26090","27760","29110","31340","28200","27690","28070","30400","31390","31110","31300","31610","29720","29090","32750","39790","45770","49150","52310","55720","52640","54630","56700","59090","61800","61870","58420","54360","53010","55580","55780","",
"Eswatini","SWZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","300","370","470","","","","","","","","","","","","","","","","1290","1350","1570","1580","1570","1820","1930","1960","1740","1730","1670","1700","1570","1700","2160","3080","3300","3480","3360","3320","3460","3860","4310","4420","4130","3800","3450","3390","3630","3670","",
"Sint Maarten (Dutch part)","SXM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27540","28670","29560","30890","28210","27680","","",
"Seychelles","SYC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","310","330","320","360","350","350","330","350","410","480","630","770","870","910","870","1170","1760","2110","2300","2290","2190","2220","2490","2740","3200","3970","4540","5030","5200","6000","6390","6530","6460","6740","7330","7320","7290","7290","7310","6850","7490","9280","11140","12580","12280","11180","10230","10220","10570","11540","12700","13350","14020","13840","14310","15670","16900","",
"Syrian Arab Republic","SYR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","250","230","250","270","250","280","300","370","360","410","500","500","710","970","1090","1050","1170","1280","1570","1760","1750","1710","1650","1700","1480","1270","1190","890","910","990","1110","1070","970","900","850","850","920","890","970","1110","1210","1240","1380","1510","1620","1820","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23280","25530","27300","26200","28340","","",
"Chad","TCD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","120","130","130","140","140","140","150","160","190","230","220","230","240","220","240","230","210","190","180","210","210","210","270","270","270","290","330","240","220","210","200","210","220","200","180","190","190","210","340","470","530","630","700","830","910","890","960","970","980","880","730","640","680","700","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","72.1313059563421","78.457523112081","87.2136717772016","98.8119436791458","106.906566003041","100.834815600087","97.6311051512486","109.398537864567","122.53766317666","125.988327487284","133.051582505437","160.651447024452","188.039657558874","218.783434870392","213.958790418916","227.550222222909","241.390581474476","266.512806085866","294.588052259966","311.665148999315","311.208502810169","307.146009662762","325.501580761196","348.247874601761","369.834765105264","386.293773911897","406.02612840853","407.812790593933","423.413639000618","453.866212371761","504.00556800005","547.469088144059","614.63478083248","707.039346380932","822.949796356576","891.927704827949","837.468133434723","861.861888940401","920.974433433508","993.696628956257","1076.44907880642","1223.26881068652","1438.91616640043","1654.76401193415","1914.87255025403","2297.96189253637","2800.04558107526","3249.01464072871","3799.26816219789","4388.2452392467","5129.06325419443","5768.61623810904","6276.46785602974","6540.68188735853","6752.01512678597","7093.0679715463","7771.36118371825","8390.10918844855","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2324.17987741506","2197.22543660903","2159.24373006186","1985.22964512885","2064.04690122898","2131.14041900096","2231.81712130428","2101.97426234869","1986.19038555532","2082.54752196783","2012.91211557497","2175.6629443276","2544.90865050995","3258.36504565102","4128.21880350693","5048.43605307438","6209.19497103725","7573.55179036002","7533.11377579402","7987.38349036064","8568.5321670133","9658.29161804047","10541.3877184544","10479.1734296735","9255.79457122374","8194.84539942666","7926.94927779804","8441.99877562012","8893.41206099128","",
"Togo","TGO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","90","100","110","120","120","130","140","130","130","140","170","220","260","270","290","330","350","420","390","320","250","230","230","250","310","390","400","400","400","420","330","310","300","310","350","330","310","310","290","300","350","390","400","410","420","470","530","560","610","590","620","640","640","610","600","660","690","",
"Thailand","THA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","130","140","160","170","180","190","210","210","220","260","330","380","420","450","530","610","710","760","760","760","790","790","830","950","1160","1320","1490","1660","1880","2130","2400","2740","2950","2680","2080","1980","1980","1960","1990","2180","2530","2790","3100","3530","3970","4140","4580","4950","5520","5720","5760","5710","5700","5960","6600","7260","",
"Tajikistan","TJK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350","290","210","210","170","170","180","180","170","160","170","210","270","380","470","580","750","800","920","1020","1150","1330","1350","1250","1100","1010","1000","1030","",
"Turkmenistan","TKM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","680","610","610","550","560","620","600","650","750","990","1310","1590","1890","2320","3040","3550","4070","4730","5560","6510","7200","7030","6820","6380","6740","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","478.101949565032","488.736040575259","523.567484423762","556.599945055744","591.063401316827","648.019012670322","713.899972846563","874.685078696247","1112.03628776556","1282.50960933248","1350.59513482148","1392.00679173711","1519.10378189218","1790.78825403058","2114.12416028483","2278.15603298599","2155.79278108528","1890.5492524428","1791.29132318326","1756.71849196813","1825.32945531406","1956.2191951976","2072.13989743995","2180.51415821841","2288.93601155141","2662.25808282389","2962.86189446813","3202.00548490657","3432.89561045291","3655.78953139655","3962.80253577902","4259.23293216132","4241.77918045652","4024.32221457154","4109.15927232292","3983.72390666442","3721.29422522714","3697.39905426426","4001.14878517158","4491.90188544755","5190.46995664006","6078.74708676267","7031.5606022275","7204.6005140168","8005.58311482366","8845.42703072015","9771.05429427141","10178.9561486928","10065.0139741416","9222.57487822774","8468.30022969825","8338.88846387798","8630.32990253334","8697.12923907175","",
"Timor-Leste","TLS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","670","780","930","1310","1840","2970","2330","2850","3710","3630","3200","2690","2200","1750","1780","1800","2020","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1239.80722272015","1376.27739362456","1464.02819642062","1506.00810644506","1510.63080159743","1567.57458993255","1600.4776763915","1600.82604761893","1710.98840002349","1896.72977976511","2156.29634394224","2436.89603111641","2854.02012217774","3373.6631591722","3694.79986821511","4013.29118781161","4109.51500706663","4596.84272333689","4759.2009706788","4634.17884042757","4181.36034647219","4115.61678295324","3875.06849667063","3854.81715739944","","",
"Tonga","TON","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","690","690","720","770","870","1070","1160","1220","1350","1450","1530","1820","2090","2370","2340","2240","2170","2080","2030","2000","2000","2160","2410","2720","2900","3270","3180","3370","3810","4320","4540","4600","4440","4410","4590","4800","5000","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6729584196022","93.9465067128321","104.560799810865","109.340056769377","105.390207345631","106.581503348408","103.992837706585","111.354553140095","117.98073123392","121.91429777939","125.780202399072","141.995172141557","164.536817741082","187.669497759475","181.746881087876","184.708457187815","203.539329542051","222.250958389777","267.04595551075","293.22033364237","287.278465604973","281.237946483472","279.343413476052","288.955830963817","308.507306818992","343.561644932158","381.504950397287","378.913112326412","375.447702681174","347.981632080218","349.710820673352","335.423580792443","349.297965924619","374.691493642467","406.169036725546","414.15672076188","415.465728216259","435.844707603799","445.135808778743","454.675254599934","461.425778127007","513.937068393672","599.66630676165","688.326991645816","762.138800509766","871.015985823165","949.196026516743","1053.02038703096","1147.13188319446","1276.76716058338","1389.23870125729","1435.51158625372","1479.06079585899","1524.1141430545","1601.78955736003","1734.26285773812","1902.23115845632","1993.82752387451","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.881110227359","127.817171784658","133.877158830427","141.599133514059","147.009715245774","150.802223938414","157.401816174711","170.639625450497","192.02101366971","204.683012401876","218.173859876733","252.450363597231","330.352748678585","385.80110955999","414.102977145968","425.773319439762","447.911155038831","523.824837085829","624.554169042803","720.562352576566","757.656402081922","745.999411934891","655.254369879993","590.512356735887","566.308358755709","603.930241644474","655.962456309583","642.945521705091","628.006505487244","625.176190281185","620.339861351109","584.755785562917","559.61642866675","575.233845495886","596.394325301295","609.781114386954","575.383734332884","564.428742124715","557.372880647746","551.318367419293","559.994699827914","610.242125159437","741.06960784797","905.081021772671","1049.90786079928","1182.46462276456","1333.94027726235","1380.4704195929","1450.99793877119","1528.04497791089","1671.50005422806","1760.2135511841","1807.53274150671","1722.17167875915","1573.2985113902","1489.16413704004","1512.42843959923","1554.56810469268","",
"Trinidad and Tobago","TTO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","640","750","800","820","760","770","790","810","830","870","1000","1200","1500","2170","2530","2810","3360","3940","5140","6060","6710","6120","6030","5900","5090","4280","3930","3630","3710","3890","4420","4080","3880","3970","4230","4500","4620","4890","5400","6070","6760","8070","9700","11190","13280","15000","17350","16200","16460","14970","16840","18750","18560","18980","16810","16040","16020","17010","",
"Tunisia","TUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","220","250","260","270","310","400","460","610","760","810","850","940","1130","1360","1420","1280","1180","1160","1150","1140","1270","1330","1290","1410","1460","1680","1660","1710","1790","1970","2120","2150","2260","2270","2240","2180","2460","2900","3160","3330","3530","3850","4070","4130","3990","4100","4160","4160","3960","3750","3520","3500","3370","",
"Turkey","TUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","470","520","560","560","530","560","640","860","1110","1310","1410","1530","1820","1860","1860","1570","1400","1310","1310","1450","1740","1860","1920","2310","2590","2940","3140","2680","2850","2920","3190","3440","3590","4320","3580","3590","3950","5270","6820","7880","8950","9850","9640","10490","11310","11960","12600","12630","12030","11260","10980","10520","9690","",
"Tuvalu","TUV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","3310","2490","3240","3630","3780","4500","4660","4820","4400","4720","4430","5560","4670","5440","5070","4810","5430","5620","",
"Tanzania","TZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","190","180","170","160","170","190","220","270","330","410","410","420","430","470","500","520","540","600","670","720","770","810","890","970","980","970","970","1020","1080","",
"Uganda","UGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","180","200","250","310","400","400","320","250","190","180","180","230","280","300","290","290","270","250","250","260","280","310","350","390","430","550","680","850","830","800","820","830","790","740","750","780","",
"Ukraine","UKR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1610","1520","1420","1230","1000","920","860","890","850","760","700","730","790","980","1270","1540","1950","2590","3210","2840","2980","3110","3500","3800","3560","2700","2370","2380","2800","3370","",
"Upper middle income","UMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","222.578985089003","220.653775443797","228.667829012633","249.167852253003","270.738877915665","287.166428415869","310.886545167731","379.051777661056","470.079372521029","556.201608754361","575.813103350228","600.889296615618","647.524458621783","750.612487056808","850.332924595698","911.066230414528","898.298255900018","833.457200571521","829.808573649963","852.80442471694","899.312291740835","958.512262535752","1003.30523510588","1020.54956415241","1100.77473910417","1235.66951165628","1317.76590609561","1388.91847729765","1452.96645765109","1570.5120909225","1719.67799103386","1840.0762781191","1767.49026663136","1721.33899156093","1799.35594910645","1814.44773903964","1847.32798257872","2010.93443631225","2345.67693539494","2754.5262302868","3232.79928949912","3863.47168600365","4606.24257795666","4972.07091631188","5624.82633141376","6321.97544166762","7242.42990273243","7898.02300928242","8186.73733318898","7957.8103367727","7780.09607671617","7943.96675065826","8540.7942069946","9063.60866722566","",
"Uruguay","URY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","580","610","660","680","720","640","610","670","820","850","870","1060","1370","1620","1490","1420","1630","2150","2870","3650","3290","2190","1740","1510","1780","2210","2600","2730","2840","3180","3830","4350","5040","5530","6160","6970","7240","7260","7060","6500","5140","4250","4130","4720","5390","6390","7710","8810","10440","12060","13370","15320","15830","15640","14980","15150","15910","16230","",
"United States","USA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3280","3410","3610","3880","4190","4370","4740","5070","5230","5620","6280","7290","7980","8510","8960","9590","10760","12200","13380","14360","14220","14570","16210","17460","19110","21390","23490","23770","24060","24270","25680","26390","27650","29040","30270","31270","32030","33670","35960","36710","37310","39770","43510","46190","47880","48500","48980","47730","48990","50570","52770","53950","55860","56750","57210","59080","63170","65850","",
"Uzbekistan","UZB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","590","570","580","600","610","620","650","630","560","450","420","460","530","610","770","980","1150","1370","1650","2020","2270","2470","2600","2660","2350","2020","1800","",
"St. Vincent and the Grenadines","VCT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","160","170","180","180","170","190","190","210","220","300","310","340","370","390","460","560","710","830","960","1030","1090","1200","1330","1450","1660","1950","2030","2110","2230","2540","2680","2640","2890","3000","3070","3190","3310","3470","3650","3950","4380","4730","4960","5470","5910","6260","6320","6090","6130","6400","6560","6390","6560","6800","6970","7340","7460","",
"Venezuela, RB","VEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","990","950","890","820","840","900","910","980","1010","1120","1340","1720","2140","2470","2600","2790","3180","3610","4100","4050","3780","3640","3520","3610","3350","3400","2560","2670","2690","2870","2850","2740","3040","3100","3470","3420","3570","4120","4600","3990","3490","4110","4980","6130","7630","9400","10380","11810","11980","12710","11970","13080","","","","","","",
